GlobalSequenceNumber,ConfigurationLayer,SourceFile,SourceLine,SourceSymbol,Channel,LogicalChannelIndex,ExpectedPrivateBank,SelectedBankBefore,BankSelectWrite,RegisterAddress,Operation,WriteData,WriteMask,ReadModifyWrite,KnownInitialBits,SymbolicUnknownBits,ComputedFinalValue,DelayBefore,DelayAfter,Condition,Reason,AuthorityReference
710,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,758,SESSION_13_CH3,CH3,2,0x07,0x01,NO,0xC2,WRITE,0x02,0x0F,YES,upper nibble retained from preceding C2 read,C2[7:4] source-preserved; runtime ledger resolves to 0x0,(C2_PRE[7:4]<<4)|0x2; observed 0x02,0,0,ALWAYS,select channel while preserving unrelated upper nibble,g2b_nvp_video_diag.sv:758
711,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,785,SESSION_13_CH3,CH3,2,0x07,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,route readback,g2b_nvp_video_diag.sv:785
712,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,787,SESSION_13_CH3,CH3,2,0x07,0x01,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,return to Bank0,g2b_nvp_video_diag.sv:787
713,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: NOVID,g2b_nvp_video_diag.sv:846
714,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: AGC lock,g2b_nvp_video_diag.sv:847
715,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
716,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: H lock,g2b_nvp_video_diag.sv:849
717,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: CH3 status,g2b_nvp_video_diag.sv:850
718,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: NOVID,g2b_nvp_video_diag.sv:846
719,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: AGC lock,g2b_nvp_video_diag.sv:847
720,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
721,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: H lock,g2b_nvp_video_diag.sv:849
722,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: CH3 status,g2b_nvp_video_diag.sv:850
723,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: NOVID,g2b_nvp_video_diag.sv:846
724,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: AGC lock,g2b_nvp_video_diag.sv:847
725,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
726,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: H lock,g2b_nvp_video_diag.sv:849
727,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: CH3 status,g2b_nvp_video_diag.sv:850
728,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: NOVID,g2b_nvp_video_diag.sv:846
729,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: AGC lock,g2b_nvp_video_diag.sv:847
730,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
731,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: H lock,g2b_nvp_video_diag.sv:849
732,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: CH3 status,g2b_nvp_video_diag.sv:850
733,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: NOVID,g2b_nvp_video_diag.sv:846
734,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: AGC lock,g2b_nvp_video_diag.sv:847
735,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
736,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: H lock,g2b_nvp_video_diag.sv:849
737,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_13_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: CH3 status,g2b_nvp_video_diag.sv:850
738,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,756,SESSION_14_CH4,CH4,3,0x08,0x00,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select Bank1,g2b_nvp_video_diag.sv:756
739,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,757,SESSION_14_CH4,CH4,3,0x08,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read route before RMW,g2b_nvp_video_diag.sv:757
740,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,758,SESSION_14_CH4,CH4,3,0x08,0x01,NO,0xC2,WRITE,0x03,0x0F,YES,upper nibble retained from preceding C2 read,C2[7:4] source-preserved; runtime ledger resolves to 0x0,(C2_PRE[7:4]<<4)|0x3; observed 0x03,0,0,ALWAYS,select channel while preserving unrelated upper nibble,g2b_nvp_video_diag.sv:758
741,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,785,SESSION_14_CH4,CH4,3,0x08,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,route readback,g2b_nvp_video_diag.sv:785
742,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,787,SESSION_14_CH4,CH4,3,0x08,0x01,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,return to Bank0,g2b_nvp_video_diag.sv:787
743,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: NOVID,g2b_nvp_video_diag.sv:846
744,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: AGC lock,g2b_nvp_video_diag.sv:847
745,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
746,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: H lock,g2b_nvp_video_diag.sv:849
747,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xEB,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: CH4 status,g2b_nvp_video_diag.sv:850
748,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: NOVID,g2b_nvp_video_diag.sv:846
749,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: AGC lock,g2b_nvp_video_diag.sv:847
750,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
751,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: H lock,g2b_nvp_video_diag.sv:849
752,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xEB,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: CH4 status,g2b_nvp_video_diag.sv:850
753,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: NOVID,g2b_nvp_video_diag.sv:846
754,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: AGC lock,g2b_nvp_video_diag.sv:847
755,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
756,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: H lock,g2b_nvp_video_diag.sv:849
757,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xEB,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: CH4 status,g2b_nvp_video_diag.sv:850
758,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: NOVID,g2b_nvp_video_diag.sv:846
759,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: AGC lock,g2b_nvp_video_diag.sv:847
760,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
761,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: H lock,g2b_nvp_video_diag.sv:849
762,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xEB,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: CH4 status,g2b_nvp_video_diag.sv:850
763,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: NOVID,g2b_nvp_video_diag.sv:846
764,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: AGC lock,g2b_nvp_video_diag.sv:847
765,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
766,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: H lock,g2b_nvp_video_diag.sv:849
767,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_14_CH4,CH4,3,0x08,0x00,NO,0xEB,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: CH4 status,g2b_nvp_video_diag.sv:850
768,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,756,SESSION_15_CH1,CH1,0,0x05,0x00,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select Bank1,g2b_nvp_video_diag.sv:756
769,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,757,SESSION_15_CH1,CH1,0,0x05,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read route before RMW,g2b_nvp_video_diag.sv:757
770,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,758,SESSION_15_CH1,CH1,0,0x05,0x01,NO,0xC2,WRITE,0x00,0x0F,YES,upper nibble retained from preceding C2 read,C2[7:4] source-preserved; runtime ledger resolves to 0x0,(C2_PRE[7:4]<<4)|0x0; observed 0x00,0,0,ALWAYS,select channel while preserving unrelated upper nibble,g2b_nvp_video_diag.sv:758
771,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,785,SESSION_15_CH1,CH1,0,0x05,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,route readback,g2b_nvp_video_diag.sv:785
772,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,787,SESSION_15_CH1,CH1,0,0x05,0x01,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,return to Bank0,g2b_nvp_video_diag.sv:787
773,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: NOVID,g2b_nvp_video_diag.sv:846
774,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: AGC lock,g2b_nvp_video_diag.sv:847
775,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
776,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: H lock,g2b_nvp_video_diag.sv:849
777,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: CH1 status,g2b_nvp_video_diag.sv:850
778,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: NOVID,g2b_nvp_video_diag.sv:846
779,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: AGC lock,g2b_nvp_video_diag.sv:847
780,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
781,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: H lock,g2b_nvp_video_diag.sv:849
782,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: CH1 status,g2b_nvp_video_diag.sv:850
783,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: NOVID,g2b_nvp_video_diag.sv:846
784,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: AGC lock,g2b_nvp_video_diag.sv:847
785,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
786,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: H lock,g2b_nvp_video_diag.sv:849
787,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: CH1 status,g2b_nvp_video_diag.sv:850
788,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: NOVID,g2b_nvp_video_diag.sv:846
789,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: AGC lock,g2b_nvp_video_diag.sv:847
790,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
791,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: H lock,g2b_nvp_video_diag.sv:849
792,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: CH1 status,g2b_nvp_video_diag.sv:850
793,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: NOVID,g2b_nvp_video_diag.sv:846
794,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: AGC lock,g2b_nvp_video_diag.sv:847
795,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
796,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: H lock,g2b_nvp_video_diag.sv:849
797,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_15_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: CH1 status,g2b_nvp_video_diag.sv:850
798,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,756,SESSION_16_CH2,CH2,1,0x06,0x00,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select Bank1,g2b_nvp_video_diag.sv:756
799,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,757,SESSION_16_CH2,CH2,1,0x06,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read route before RMW,g2b_nvp_video_diag.sv:757
